CMPD_CHEMBLID,exp,smiles,description
CHEMBL429023,3.57,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(=C)C,"COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(=C)C：This molecule, defined by the chemical formula C23H22O6, possesses a molecular weight of 394.42 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.58. It contains 3 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.7 and a TPSA of 63.22 Å². It contains 29 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 3 rotatable bonds and a FractionCSP3 of 0.35, while its interaction profile is defined by 0 hydrogen bond donor(s) and 6 acceptor(s).
Rotenone appears as colorless to brownish crystals or a white to brownish-white crystalline powder. Has neither odor nor taste. (NTP, 1992)Rotenone is a member of the class of rotenones that consists of 1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one substituted at position 2 by a prop-1-en-2-yl group and at positions 8 and 9 by methoxy groups (the 2R,6aS,12aS-isomer). A non-systemic insecticide, it is the principal insecticidal constituent of derris (the dried rhizome and root of Derris elliptica). It has a role as a phytogenic insecticide, a mitochondrial NADH:ubiquinone reductase inhibitor, a metabolite, an antineoplastic agent, a toxin and a piscicide. It is an organic heteropentacyclic compound and a member of rotenones.Rotenone is an isoflavone compound that naturally occurs in the jicama vine plant as well as many Fabaceae plants. It has broad spectrum insecticide and pesticide activity and is also toxic to fish.Rotenone has been reported in Piscidia piscipula, Derris elliptica, and other organisms with data available.Rotenone is a naturally occurring organic heteropentacyclic compound and member of rotenones that is found in the roots of several plant species. It is a mitochondrial NADH:ubiquinone reductase inhibitor, toxin, and metabolite, and is used as an antineoplastic agent and insecticide. It is characterized as a colorless to brownish or a white to brownish-white crystalline solid that is odorless. Exposure occurs by inhalation, ingestion, or contact.Rotenone is found in jicama. Rotenone is widely distributed in the Leguminosae (Papilionoideae) e.g. Pachyrrhizus erosus (yam bean).Rotenone is an odorless chemical that is used as a broad-spectrum insecticide, piscicide, and pesticide. It occurs naturally in the roots and stems of several plants such as the jicama vine plant. In mammals, including humans, it is linked to the development of Parkinson's disease. (Wikipedia) 

Rotenone has been shown to exhibit apoptotic, neuroprotectant and neuroprotective functions (A7776, A7777, A7777).

Rotenone belongs to the family of Rotenoids. These are phenolic compounds containing aA cis-fused tetrahydrochromeno[3,4-b]chromenenucleus. Many rotenoids contain an additional ring, e.g rotenone[1]. (Reference: [1] IUPAC. Compendium of Chemical Terminology, 2nd ed. (the Gold Book). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997). XML on-line corrected version: http://goldbook.iupac.org (2006-) created by M. Nic, J. Jirat, B. Kosata; updates compiled by A. Jenkins. ISBN 0-9678550-9-8. doi:10.1351/goldbook. (PAC, 1995, 67, 1307 (Glossary of class names of organic compounds and reactivity intermediates based on structure (IUPAC Recommendations 1995)) on page 1364)).A botanical insecticide that is an inhibitor of mitochondrial electron transport."
CHEMBL242541,2.64,Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,"Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1：This molecule, defined by the chemical formula C14H10ClFN4, possesses a molecular weight of 288.71 g/mol. The structural framework incorporates aromatic benzene rings, primary amine groups, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.05. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.75 and a TPSA of 63.83 Å². It contains 20 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.0, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL402146,3.31,Fc1ccc(cc1F)C(=O)Nc2ccc(Cl)nc2,"Fc1ccc(cc1F)C(=O)Nc2ccc(Cl)nc2：This molecule, defined by the chemical formula C12H7ClF2N2O, possesses a molecular weight of 268.65 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.16. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.27 and a TPSA of 41.99 Å². It contains 18 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.0, while its interaction profile is defined by 1 hydrogen bond donor(s) and 2 acceptor(s)."
CHEMBL74399,3.66,CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,"CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1：This molecule, defined by the chemical formula C14H18ClF3N2O4S, possesses a molecular weight of 402.82 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 1 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 3.15. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.62 and a TPSA of 86.71 Å². It contains 25 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.5, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL1779009,1.1,COc1cc(F)ccc1c2cncc(c2)C3CCCN3,"COc1cc(F)ccc1c2cncc(c2)C3CCCN3：This molecule, defined by the chemical formula C16H17FN2O, possesses a molecular weight of 272.32 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.99. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.32 and a TPSA of 34.15 Å². It contains 20 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 3 rotatable bonds and a FractionCSP3 of 0.31, while its interaction profile is defined by 1 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL1596993,1.2,COc1ccc(Nc2ccccc2C(=O)O)cc1,"COc1ccc(Nc2ccccc2C(=O)O)cc1：This molecule, defined by the chemical formula C14H13NO3, possesses a molecular weight of 243.26 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.25. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.14 and a TPSA of 58.56 Å². It contains 18 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.07, while its interaction profile is defined by 2 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL2325993,1.4,CN(C)CCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,"CN(C)CCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4：This molecule, defined by the chemical formula C24H32ClN7O, possesses a molecular weight of 470.02 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, primary amine groups, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.43. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.11 and a TPSA of 103.17 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 8 rotatable bonds and a FractionCSP3 of 0.46, while its interaction profile is defined by 3 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL403702,3.5,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3ncc(C)nc13,"C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3ncc(C)nc13：This molecule, defined by the chemical formula C17H17F2N5OS, possesses a molecular weight of 377.42 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.93. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.09 and a TPSA of 83.82 Å². It contains 26 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.29, while its interaction profile is defined by 2 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL2023483,3.78,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,"COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1：This molecule, defined by the chemical formula C24H24N4O4, possesses a molecular weight of 432.48 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.53. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.57 and a TPSA of 98.36 Å². It contains 32 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.21, while its interaction profile is defined by 2 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL456801,3.39,C[C@H](Nc1nc(NC[C@@H](O)CO)c(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,"C[C@H](Nc1nc(NC[C@@H](O)CO)c(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4：This molecule, defined by the chemical formula C21H25ClFN7O2, possesses a molecular weight of 461.93 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.58. It contains 2 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.55 and a TPSA of 131.01 Å². It contains 32 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 10 rotatable bonds and a FractionCSP3 of 0.38, while its interaction profile is defined by 6 hydrogen bond donor(s) and 8 acceptor(s)."
CHEMBL2177612,1.03,CCCSc1c(cnn1[C@@H]2CC[C@H](CC2)C(=O)O)C(=O)NC3CCCCC3,"CCCSc1c(cnn1[C@@H]2CC[C@H](CC2)C(=O)O)C(=O)NC3CCCCC3：This molecule, defined by the chemical formula C20H31N3O3S, possesses a molecular weight of 393.55 g/mol. The structural framework incorporates amide groups. Topological analysis indicates the presence of 3 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.72. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.26 and a TPSA of 84.22 Å². It contains 27 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.75, while its interaction profile is defined by 2 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL450643,0.89,c1cnc2cccnc2c1,"c1cnc2cccnc2c1：This molecule, defined by the chemical formula C8H6N2, possesses a molecular weight of 130.15 g/mol. The structure consists of a complex hydrocarbon-based framework. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.89. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.63 and a TPSA of 25.78 Å². It contains 10 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 0 rotatable bonds and a FractionCSP3 of 0.0, while its interaction profile is defined by 0 hydrogen bond donor(s) and 2 acceptor(s).
1,5-naphthyridine is a naphthyridine."
CHEMBL1957377,2.0,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4CN5CCOCC5,"Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4CN5CCOCC5：This molecule, defined by the chemical formula C26H22N4O2, possesses a molecular weight of 422.49 g/mol. The structural framework incorporates aromatic benzene rings, phenolic hydroxyls, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.5. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.37 and a TPSA of 82.27 Å². It contains 32 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.19, while its interaction profile is defined by 1 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL2325706,0.7,CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,"CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5：This molecule, defined by the chemical formula C22H27N5O3S, possesses a molecular weight of 441.56 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.73. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.08 and a TPSA of 100.21 Å². It contains 31 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.45, while its interaction profile is defined by 2 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL14638,2.68,O=C(C1CC1)c2ccc(OCCCc3c[nH]cn3)cc2,"O=C(C1CC1)c2ccc(OCCCc3c[nH]cn3)cc2：This molecule, defined by the chemical formula C16H18N2O2, possesses a molecular weight of 270.33 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.44. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.01 and a TPSA of 54.98 Å². It contains 20 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.38, while its interaction profile is defined by 1 hydrogen bond donor(s) and 3 acceptor(s).
Cyclopropyl-[4-[3-(1H-imidazol-5-yl)propoxy]phenyl]methanone is an aromatic ketone.a potent histamine H(3) receptor antagonist; structure in first source"
CHEMBL744,3.34,Nc1nc2ccc(OC(F)(F)F)cc2s1,"Nc1nc2ccc(OC(F)(F)F)cc2s1：This molecule, defined by the chemical formula C8H5F3N2OS, possesses a molecular weight of 234.2 g/mol. The structural framework incorporates aromatic benzene rings, primary amine groups, halogen substituents, ether groups. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.38. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.78 and a TPSA of 48.14 Å². It contains 15 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 1 rotatable bonds and a FractionCSP3 of 0.12, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s).
Riluzole is a member of benzothiazoles.A glutamate antagonist (receptors, glutamate) used as an anticonvulsant (anticonvulsants) and to prolong the survival of patients with amyotrophic lateral sclerosis. Riluzole is marketed as Rilutek by Sanofi.BF-37 for the treatment of atopic dermatitis and/or psoriasis. The active ingredient in BF-37 is Riluzole, applied in a topical formulation, which is believed to correct the imbalances of the immune system that cause atopic dermatitis or psoriasis.Riluzole is a Benzothiazole.Riluzole is a neuroprotective agent used for therapy of amyotrophic lateral sclerosis. Riluzole is associated with a low rate of serum aminotransferase elevations during therapy and has been linked to rare instances of clinically apparent, acute liver injury.Riluzole is a benzothiazole derivative with neuroprotective and potential anti-depressant and anxiolytic activities. While the mechanism of action of riluzole is unknown, its pharmacological activities in motor neurons include the following, some of which may be related to its effect: 1) an inhibitory effect on glutamate release, 2) inactivation of voltage-dependent sodium channels, and 3) interference with intracellular events that follow transmitter binding at excitatory amino acid receptors. In animal models, this agent has been shown to exhibit myorelaxant and sedative activities, apparently due to the blockade of glutamatergic neurotransmission.RILUZOLE is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1995 and is indicated for amyotrophic lateral sclerosis and has 22 investigational indications.Riluzole is only found in individuals that have used or taken this drug. It is a glutamate antagonist (receptors, glutamate) used as an anticonvulsant (anticonvulsants) and to prolong the survival of patients with amyotrophic lateral sclerosis. [PubChem]The mode of action of riluzole is unknown. Its pharmacological properties include the following, some of which may be related to its effect: 1) an inhibitory effect on glutamate release (activation of glutamate reuptake), 2) inactivation of voltage-dependent sodium channels, and 3) ability to interfere with intracellular events that follow transmitter binding at excitatory amino acid receptors.A glutamate antagonist (RECEPTORS, GLUTAMATE) used as an anticonvulsant (ANTICONVULSANTS) and to prolong the survival of patients with AMYOTROPHIC LATERAL SCLEROSIS."
CHEMBL22183,2.6,CN(C)Cc1ccccc1Sc2ccc(C)cc2N,"CN(C)Cc1ccccc1Sc2ccc(C)cc2N：This molecule, defined by the chemical formula C16H20N2S, possesses a molecular weight of 272.42 g/mol. The structural framework incorporates aromatic benzene rings, primary amine groups. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.27. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.79 and a TPSA of 29.26 Å². It contains 19 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.25, while its interaction profile is defined by 1 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL1643199,2.63,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,"Cc1cc(CN2CCc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O：This molecule, defined by the chemical formula C26H24Cl2N2O4, possesses a molecular weight of 499.39 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.59. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 5.5 and a TPSA of 78.87 Å². It contains 34 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.23, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL2010831,2.5,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,"CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C：This molecule, defined by the chemical formula C23H27F3N2O3S, possesses a molecular weight of 468.54 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.49. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.77 and a TPSA of 57.69 Å². It contains 32 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.43, while its interaction profile is defined by 0 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL1526668,3.2,O=C(N1CCCCC1)c2csc3CCCCc23,"O=C(N1CCCCC1)c2csc3CCCCc23：This molecule, defined by the chemical formula C14H19NOS, possesses a molecular weight of 249.38 g/mol. The structural framework incorporates amide groups. Topological analysis indicates the presence of 3 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.83. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.25 and a TPSA of 20.31 Å². It contains 17 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 1 rotatable bonds and a FractionCSP3 of 0.64, while its interaction profile is defined by 0 hydrogen bond donor(s) and 2 acceptor(s)."
CHEMBL218762,-1.48,SC1=Nc2[nH]cnc2C(=O)N1,"SC1=Nc2[nH]cnc2C(=O)N1：This molecule, defined by the chemical formula C5H4N4OS, possesses a molecular weight of 168.18 g/mol. The structure consists of a complex hydrocarbon-based framework. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 3.02. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of -0.07 and a TPSA of 74.43 Å². It contains 11 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 0 rotatable bonds and a FractionCSP3 of 0.0, while its interaction profile is defined by 3 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL2170994,2.5,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccc(Cl)cc4)[C@@H](O)[C@H]3O,"Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccc(Cl)cc4)[C@@H](O)[C@H]3O：This molecule, defined by the chemical formula C20H24ClN7O4S, possesses a molecular weight of 493.98 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, primary amine groups, halogen substituents, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.19. It contains 4 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.63 and a TPSA of 160.44 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 8 rotatable bonds and a FractionCSP3 of 0.4, while its interaction profile is defined by 5 hydrogen bond donor(s) and 10 acceptor(s)."
CHEMBL361795,2.2,N#Cc1cccc(c1)c2onc(n2)c3ccccn3,"N#Cc1cccc(c1)c2onc(n2)c3ccccn3：This molecule, defined by the chemical formula C14H8N4O, possesses a molecular weight of 248.25 g/mol. The structural framework incorporates aromatic benzene rings. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.0. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.67 and a TPSA of 75.6 Å². It contains 19 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.0, while its interaction profile is defined by 0 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL586906,2.08,COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1,"COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1：This molecule, defined by the chemical formula C20H24N2O2, possesses a molecular weight of 324.42 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.73. It contains 2 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.32 and a TPSA of 45.59 Å². It contains 24 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.45, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL563471,2.6,Cn1cc(cn1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2,"Cn1cc(cn1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2：This molecule, defined by the chemical formula C24H29N7O2, possesses a molecular weight of 447.54 g/mol. The structural framework incorporates aromatic benzene rings, amide groups. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.84. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.1 and a TPSA of 117.63 Å². It contains 33 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.38, while its interaction profile is defined by 2 hydrogen bond donor(s) and 7 acceptor(s)."
